GEOID,happening,human
26073,70.683,53.583
26075,65.838,49.257
26077,72.531,55.398
26079,65.299,49.68
26081,65.12,50.824
26083,67.389,49.113
26085,67.003,50.232
26087,63.853,47.548
26089,71.212,53.894
26091,65.024,49.325
26093,63.198,45.517
26095,64.418,47.881
26097,68.856,51.087
26099,66.704,50.119
26101,67.91,50.939
26103,70.032,51.577
26105,66.464,50.001
26107,67.568,50.663
26109,64.632,48.089
26111,65.113,47.698
26113,62.389,45.384
26115,64.529,49.093
26117,66.176,49.786
26119,61.802,44.986
26121,67.067,52.048
26123,62.972,47.604
26125,71.249,52.024
26127,66.27,49.228
26129,64.584,48.639
26131,64.585,47.677
26133,64.533,48.572
26135,64.809,47.751
26137,63.29,46.825
26139,60.314,46.337
26141,66.39,49.545
26143,67.202,50.358
26145,69.481,50.511
26147,65.289,47.467
26149,65.427,49.218
26151,64.625,47.328
26153,65.976,49.531
26155,67.498,51.31
26157,64.941,48.876
26159,67.8,50.892
26161,79.928,62.194
26163,70.189,55.155
26165,64.302,47.703
27001,66.892,48.963
27003,65.111,47.743
27005,66.122,48.768
27007,71.331,53.915
27009,66.393,51.072
27011,63.137,47.22
27013,67.934,51.174
27015,64.599,47.201
27017,67.764,51.825
27019,67.578,50.546
27021,65.391,48.884
27023,66.119,49.275
27025,65.165,48.643
27027,70.751,52.804
27029,65.07,48.308
27031,72.202,54.94
27033,67.088,48.826
27035,65.743,48.981
27037,70.321,51.317
27039,64.884,48.021
27041,65.383,48.005
27043,64.287,48.339
27045,70.013,51.416
27047,67.427,50.575
27049,66.969,49.273
27051,65.577,48.281
27053,76.671,62.567
27055,65.671,48.91
27057,65.685,47.376
27059,63.601,47.424
27061,64.306,48.864
27063,64.287,47.57
27065,65.525,49.348
27067,63.706,47.063
27069,69.864,51.683
27071,69.178,51.775
27073,68.274,51.084
27075,69.743,51.847
27077,64.387,47.01
27079,65.554,49.031
27081,67.745,50.278
27083,67.415,49.488
27085,67.283,49.695
27087,67.46,50.166
27089,65.628,49.451
27091,63.565,47.302
27093,63.562,45.508
27095,66.364,48.249
27097,64.476,47.075
27099,72.193,54.175
27101,66.796,49.876
27103,71.144,54.115
27105,68.769,51.535
27107,67.661,50.653
27109,71.68,51.488
27111,64.944,47.981
27113,67.903,50.547
27115,67.512,51.469
27117,65.145,48.625
27119,64.379,48.05
27121,66.934,49.79
27123,77.012,59.893
27125,66.384,50.001
27127,63.272,46.356
27129,64.883,48.126
27131,71.327,55.939
27133,64.163,47
27135,65.927,48.682
27137,70.634,54.759
27139,65.255,49.332
27141,61.478,45.532
27143,63.984,47.407
27145,63.797,48.575
27147,66.423,51.335
27149,69.943,51.563
27151,68.765,51.022
27153,64.846,48.083
27155,69.76,52.859
27157,67.141,50.994
27159,62.218,45.665
27161,65.785,48.524
27163,68.472,55.311
27165,68.277,51.733
27167,63.912,46.765
27169,70.726,53.25
27171,63.486,45.657
27173,67.22,49.912
28001,69.309,49.576
28003,56.998,41.347
28005,66.285,47.581
28007,65.777,46.302
28009,61.734,44.828
28011,73.925,55.157
28013,63.193,45.706
28015,58.447,41.786
28017,67.317,48.206
28019,54.903,39.872
28021,74.067,54.14
28023,66.783,48.881
28025,69.13,50.285
28027,74.189,53.357
28029,68.318,49.872
28031,63.231,45.354
28033,61.301,45.58
28035,68.051,50.15
28037,62.595,44.827
28039,58.609,41.26
28041,59.925,42.575
28043,65.839,47.685
28045,58.92,43.067
28047,63.005,47.613
28049,69.763,53.057
28051,72.905,52.605
28053,72.181,51.805
28055,70.553,50.499
28057,55.005,39.895
28059,63.192,45.419
28061,67.837,48.936
28063,72.929,52.542
28065,67.998,49.263
28067,61.34,45.164
28069,70.33,50.593
28071,66.574,48.299
28073,59.236,43.364
28075,65.336,46.408
28077,64.491,47.036
28079,65.849,47.311
28081,63.383,47.04
28083,71.785,51.755
28085,63.051,46.209
28087,66.671,48.238
28089,67.763,49.827
28091,63.152,45.226
28093,68.872,50.385
28095,62.739,45.102
28097,62.981,45.095
28099,63.842,45.167
28101,62.482,44.416
28103,73.451,52.799
28105,70.416,51.278
28107,65.147,46.851
28109,57.131,41.461
28111,57.457,42.195
28113,70.3,49.939
28115,59.991,44.818
28117,58.614,42.918
28119,72.994,52.546
28121,60.443,44.068
28123,66.677,48.715
28125,74.573,54.86
28127,64.482,46.279
28129,56.66,41.463
28131,61.661,45.363
28133,73.191,53.742
28135,68.739,50.556
28137,63.16,45.486
28139,57.291,42.886
28141,56.462,41.203
28143,71.722,51.434
28145,60.301,43.784
28147,67.808,50.743
28149,68.619,49.6
28151,74.524,54.166
28153,64.752,46.688
28155,60.057,42.624
28157,72.876,52.998
28159,67.116,48.354
28161,64.32,46.197
28163,68.622,50.272
29001,66.329,48.549
29003,63.23,47.652
29005,56.208,41.661
29007,63.063,46.542
29009,60.046,44.697
29011,57.6,42.019
29013,59.946,44.729
29015,62.28,46.297
29017,59.903,44.482
29019,72.755,54.29
29021,66.216,50.772
29023,59.34,44.151
29025,61.675,45.262
29027,63.97,48.22
29029,62.524,45.144
29031,61.334,45.871
29033,60.664,44.516
29035,62.75,47.225
29037,63.679,47.12
29039,59.379,43.692
29041,56.633,42.568
29043,59.602,44.103
29045,64.166,48.199
29047,67.338,50.728
29049,62.381,47.791
29051,63.094,47.314
29053,62.457,46.2
29055,62.262,46.242
29057,59.322,43.183
29059,62.857,45.094
29061,64.597,47.842
29063,59.5,43.491
29065,58.034,42.721
29067,60.258,44.345
29069,59.83,44.177
29071,59.497,43.905
29073,60.128,44.116
29075,63.383,47.008
29077,66.365,49.451
29079,61.709,45.191
29081,58.748,42.857
29083,58.09,42.837
29085,62.283,45.374
29087,59.424,42.872
29089,65.503,48.681
29091,60.659,44.517
29093,63.761,47.36
29095,72,56.146
29097,59.532,45.062
29099,62.842,46.958
29101,63.211,46.743
29103,63.738,46.437
29105,62.678,47.014
29107,62.288,45.87
29109,60.519,43.878
29111,64.244,46.726
29113,61.148,45.402
29115,65.615,49.88
29117,60.905,44.471
29119,61.662,46.129
29121,60.622,44.383
29123,58.9,43.327
29125,63.766,46.321
29127,59.526,43.871
29129,60.622,43.519
29131,60.923,44.848
29133,63.593,46.629
29135,61.221,44.247
29137,62.062,45.226
29139,61.412,45.497
29141,66.181,50.155
29143,55.377,42.879
29145,60.04,44.757
29147,65.466,49.204
29149,62.796,47.719
29151,60.374,44.376
29153,60.059,44.143
29155,63.639,47.242
29157,60.665,44.717
29159,62.806,46.05
29161,62.571,46.037
29163,60.408,44.416
29165,65.739,49.034
29167,59.426,43.628
29169,68.327,48.964
29171,59.247,42.979
29173,60.361,44.18
29175,56.88,41.237
29177,61.788,46.02
29179,63.157,46.742
29181,59.916,44.462
29183,63.942,47.801
29185,61.741,45.799
29186,61.088,45.714
29187,62.277,47.317
29189,73.216,52.888
29195,65.024,49.394
29197,63.492,46.39
29199,64.746,47.161
29201,62.478,45.975
29203,64.231,48.547
29205,60.864,44.133
29207,57.33,42.511
29209,58.811,43.558
29211,65.722,48.25
29213,61.643,45.839
29215,60.334,44.65
29217,62.44,46.607
29219,63.111,45.963
29221,63.102,47.253
29223,60.279,44.29
29225,61.462,46.011
29227,66.62,50.123
29229,60.083,43.632
29510,77.663,59.861
30001,65.486,46.721
30003,74.094,56.934
30005,73.496,54.817
30007,60.952,43.599
30009,69.512,50.864
30011,60.961,42.45
30013,66.01,49.033
30015,67.752,48.175
30017,65.609,48.326
30019,59.75,42.65
30021,64.653,48.439
30023,74.384,57.669
30025,57.082,40.684
30027,62.321,44.62
30029,63.858,45.277
30031,70.647,50.808
30033,55.315,39.266
30035,75.938,57.874
30037,64.149,45.742
30039,65.005,46.739
30041,69.201,52.178
30043,64.922,46.432
30045,67.041,48.345
30047,71.319,53.711
30049,69.35,51.049
30051,65.489,46.857
30053,60.656,44.652
30055,63.369,46.679
30057,64.869,45.739
30059,64.29,45.911
30061,65.457,49.66
30063,75.428,57.198
30065,60.836,43.283
30067,70.306,51.134
30069,65.258,47.956
30071,62.805,44.603
30073,67.218,48.457
30075,63.99,45.784
30077,64.112,46.624
30079,64.009,45.707
30081,65.396,46.54
30083,57.784,41.946
30085,71.368,54.759
30087,61.505,45.652
30089,62.177,45.212
30091,64.29,46.417
30093,71.58,54.829
30095,65.63,46.961
30097,64.75,45.804
30099,64.687,47.187
30101,62.803,44.921
30103,65.347,46.737
30105,63.607,46.427
30107,65.462,47.574
30109,64.47,47.836
30111,64.273,48.259
31001,61.491,45.65
31003,58.765,41.918
31005,62.613,43.458
31007,61.005,42.57
31009,60.273,41.83
31011,60.319,43.628
31013,61.247,44.958
31015,60.705,42.869
31017,57.787,40.935
31019,63.495,47.456
31021,65.744,49.969
31023,60.934,44.173
31025,62.992,46.621
31027,59.926,43.123
31029,58.658,41.751
31031,65.199,47.741
31033,59.015,42.298
31035,58.949,42.518
31037,64.305,47.964
31039,59.868,43.821
31041,59.467,42.436
31043,63.202,48.261
31045,66.458,47.671
31047,64.217,48.041
31049,61.84,44.098
31051,62.475,45.856
31053,64.896,47.521
31055,69.001,51.942
31057,59.761,42.287
31059,60.95,43.883
31061,62.89,47.097
31063,62.564,44.9
31065,59.536,42.316
31067,64.405,47.412
31069,62.622,44.896
31071,58.755,41.519
31073,59.513,42.515
31075,59.882,41.586
31077,62.884,45.039
31079,62.773,47.398
31081,59.49,43.184
31083,58.885,41.959
31085,60.382,42.207
31087,60.737,44.042
31089,60.046,42.698
31091,62.54,43.638
31093,62.814,45.742
31095,62.797,45.725
31097,64.602,47.197
31099,60.463,43.446
31101,62.907,45.922
31103,61.697,43.344
31105,60.889,43.774
31107,61.797,44.774
31109,71.919,52.786
31111,54.488,41.01
31113,62.452,43.594
31115,62.333,43.778
31117,65.096,45.81
31119,56.968,40.996
31121,61.425,44.46
31123,63.743,46.937
31125,62.631,45.968
31127,64.026,46.336
31129,61.457,43.993
31131,61.706,46.355
31133,63.376,45.645
31135,60.2,43.665
31137,60.279,43.269
31139,57.787,41.958
31141,60.991,43.651
31143,59.596,42.471
31145,59.096,42.494
31147,62.734,46.126
31149,62.492,44.749
31151,68.694,51.8
31153,62.631,46.319
31155,62,46.033
31157,62.761,46.952
31159,62.239,45.489
31161,62.305,46.293
31163,65.991,49.867
31165,63.606,46.768
31167,59.537,42.715
31169,60.806,44.176
31171,61.504,42.766
31173,67.453,51.113
31175,60.153,42.98
31177,59.633,42.806
31179,63.576,46.388
31181,63.468,47.664
31183,65.237,47.347
31185,59.163,42.526
32001,61.664,44.841
32003,73.056,56.462
32005,66.312,48.434
32007,65.025,46.467
32009,62.314,44.636
32011,53.528,38.609
32013,62.27,45.943
32015,64.383,46.519
32017,57.729,41.294
32019,62.714,46.311
32021,66.141,48.67
32023,64.988,47.518
32027,65.001,48.322
32029,57.245,43.662
32031,72.978,55.842
32033,64.174,46.212
32510,68.277,51.711
33001,65.208,49.257
33003,68.218,50.646
33005,73.827,56.707
33007,70.294,54.133
33009,73.702,56.473
33011,69.586,52.835
33013,68.939,52.716
33015,69.748,53.641
33017,71.11,54.842
33019,71.64,55.514
34001,73.451,54.314
34003,77.74,60.592
34005,73.33,57.089
34007,76.867,58.044
34009,68.995,51.233
34011,72.651,56.566
34013,79.919,63.531
34015,69.347,52.642
34017,80.969,64.956
34019,65.464,52.032
34021,77.846,61.324
34023,78.805,58.999
34025,71.72,52.725
34027,73.793,53.775
34029,65.929,47.883
34031,77.653,58.438
34033,66.139,49.608
34035,75.749,57.543
34037,64.209,48.135
34039,76.842,58.43
34041,66.645,50.659
35001,75.851,60.392
35003,66.569,47.556
35005,65.739,50.017
35006,77.239,61.861
35007,71.514,53.715
35009,64.489,47.569
35011,66.718,51.162
35013,73.646,58.939
35015,62.469,47.05
35017,72.929,56.733
35019,75.701,61.373
35021,73.087,55.861
35023,71.14,54.327
35025,62.721,48.206
35027,67.504,50.055
35028,71.274,52.815
35029,70.756,55.111
35031,74.125,56.851
35033,77.757,61.085
35035,66.116,48.099
35037,67.899,50.857
35039,77.98,63.466
35041,66.758,50.852
35043,73.227,56.496
35045,58.46,44.298
35047,77.683,62.775
35049,78.349,62.415
35051,65.281,48.813
35053,74.159,58.833
35055,78.997,61.963
35057,68.281,52.28
35059,66.677,51.353
35061,71.726,55.855
36001,75.883,59.078
36003,65.626,48.435
36005,79.738,60.934
36007,67.396,51.887
36009,66.512,49.746
36011,69.831,52.856
36013,65.591,49.062
36015,67.871,48.521
36017,69.41,53.108
36019,71.242,55.431
36021,71.345,55.476
36023,69.919,52.03
36025,68.562,51.966
36027,70.642,54.669
36029,73.897,55.564
36031,71.408,54.699
36033,72.777,55.624
36035,65.061,50.039
36037,63.164,47.708
36039,65.722,51.276
36041,66.169,50.102
36043,66.82,50.896
36045,70.112,53.832
36047,75.884,56.853
36049,64.992,48.949
36051,65.886,48.933
36053,66.855,50.307
36055,71.897,53.855
36057,66.986,50.681
36059,75.365,54.535
36061,83.026,68.167
36063,65.555,48.195
36065,66.236,50.604
36067,73.053,55.091
36069,69.778,52.348
36071,72.549,56.105
36073,61.729,46.307
36075,68.784,51.037
36077,70.457,53.232
36079,70.722,52.691
36081,80.228,59.623
36083,73.098,54.819
36085,75.265,55.957
36087,73.287,54.183
36089,70.302,53.075
36091,70.574,52.279
36093,73.241,55.323
36095,66.665,50.15
36097,66.947,50.008
36099,69.926,52.823
36101,65.184,49.79
36103,71.549,56.537
36105,69.967,54.623
36107,65.94,49.533
36109,80.763,62.612
36111,74.944,58.229
36113,68.503,49.901
36115,69.251,52.604
36117,64.333,49.715
36119,76.247,59.745
36121,62.131,44.812
36123,70.826,54.497
37001,67.536,49.296
37003,60.903,44.809
37005,61.554,45.66
37007,70.669,50.251
37009,63.099,46.448
37011,59.549,43.115
37013,64.775,47.062
37015,70.809,51.352
37017,67.599,49.31
37019,66.022,47.042
37021,71.895,54.246
37023,64.005,48.584
37025,64.849,46.846
37027,60.191,45.02
37029,61.195,44.398
37031,63.963,46.839
37033,66.837,48.557
37035,62.73,47.184
37037,72.239,54.354
37039,59.785,43.591
37041,68.259,50.112
37043,58.493,43.615
37045,62.998,47.73
37047,64.762,46.982
37049,66.63,48.231
37051,73.16,55.246
37053,62.784,47.407
37055,68.163,51.978
37057,57.248,43.339
37059,60.418,44.312
37061,66.51,48.778
37063,77.875,61.501
37065,72.855,53.938
37067,70.864,54.601
37069,67.653,50.673
37071,63.037,45.901
37073,66.341,48.081
37075,59.827,43.778
37077,68.049,50.325
37079,67.13,49.002
37081,75.063,55.561
37083,71.32,52.225
37085,65.167,47.286
37087,65.112,48.466
37089,65.097,50.147
37091,72.072,52.819
37093,70.846,52.931
37095,73.952,55.309
37097,62.551,46.24
37099,68.794,51.789
37101,64.861,48.065
37103,66.892,47.626
37105,66.564,48.516
37107,68.877,49.501
37109,61.459,45.473
37111,63.113,46.044
37113,68.503,51.879
37115,68.846,52.488
37117,61.69,42.924
37119,74.505,57.636
37121,59.238,44.173
37123,66.585,50.855
37125,64.55,47.631
37127,66.954,50.022
37129,69.085,49.791
37131,70.371,51.115
37133,67.846,48.677
37135,80.173,62.846
37137,66.557,48.258
37139,71.218,52.452
37141,66.092,48.456
37143,65.531,47.075
37145,59.363,45.902
37147,71.247,50.788
37149,66.681,49.862
37151,59.651,44.205
37153,67.2,49.672
37155,70.116,51.734
37157,62.184,44.787
37159,64.17,47.167
37161,62.181,46.388
37163,66.147,49.661
37165,69.48,51.082
37167,61.073,44.098
37169,57.45,42.441
37171,61.678,45.9
37173,66.96,51.536
37175,66.259,51.835
37177,70.88,53.52
37179,64.552,47.313
37181,70.526,51.757
37183,73.272,55.472
37185,71.471,52.928
37187,68.447,49.331
37189,70.211,53.086
37191,67.563,47.938
37193,60.019,44.833
37195,70.255,52.947
37197,59.229,43.317
37199,67.247,51.027
38001,62.683,44.735
38003,68.778,52.033
38005,69.902,52.401
38007,61.357,43.157
38009,63.193,45.636
38011,59.397,42.873
38013,59.289,42.711
38015,62.244,44.618
38017,67.531,50.665
38019,64.94,48.116
38021,64.056,46.473
38023,60.064,43.745
38025,64.295,45.777
38027,70.503,53.705
38029,62.573,44.429
38031,62.016,45.295
38033,61.754,44.506
38035,65.686,49.628
38037,64.036,45.537
38039,64.706,46.757
38041,60.299,43.231
38043,66.284,47.965
38045,64.597,46.728
38047,62.587,44.741
38049,63.572,46.075
38051,65.44,47.146
38053,64.599,48.458
38055,57.7,42.749
38057,53.545,39.489
38059,60.826,44.904
38061,65.895,48.118
38063,68.534,49.96
38065,58.738,42.696
38067,63.996,46.308
38069,63.707,47.07
38071,65.254,48.469
38073,69.696,51.633
38075,60.286,43.47
38077,64.686,47.495
38079,71.913,55.164
38081,69.293,51.166
38083,62.378,44.005
38085,76.959,58.741
38087,63.041,44.466
38089,59.354,43.777
38091,67.42,49.319
38093,61.366,45.135
38095,69.505,50.369
38097,65.882,48.754
38099,64.168,47.484
38101,64.315,47.103
38103,63.553,45.646
38105,58.032,41.886
39001,55.641,42.549
39003,61.877,45.617
39005,60.278,44.593
39007,67.415,52.364
39009,76.198,59.276
39011,58.326,43.651
39013,61.451,48.193
39015,59.172,43.528
39017,62.792,47.158
39019,62.981,47.06
39021,61.276,46.138
39023,67.108,49.662
39025,61.382,46.605
39027,61.311,45.685
39029,62.539,47.299
39031,61.143,45.862
39033,61.466,46.15
39035,74.302,54.758
39037,59.332,43.626
39039,65.083,50.068
39041,66.06,48.835
39043,67.548,51.014
39045,63.364,48.464
39047,62.421,46.939
39049,74.662,58.291
39051,62.903,47.259
39053,54.4,41.718
39055,66.946,48.08
39057,64.945,49.491
39059,63.662,48.084
39061,73.13,54.484
39063,63.161,46.98
39065,62.292,46.188
39067,61.774,45.823
39069,61.747,45.855
39071,62.087,45.443
39073,65.438,49.339
39075,63.13,45.6
39077,64.03,49.085
39079,62.098,45.948
39081,60.703,46.588
39083,64.634,48.026
39085,65.104,48.346
39087,62.726,48.816
39089,64.916,50.611
39091,62.998,46.495
39093,67.853,51.707
39095,72.137,54.648
39097,62.063,47.102
39099,71.601,51.693
39101,63.039,47.607
39103,65.825,47.938
39105,55.82,42.819
39107,57.085,40.396
39109,62.067,44.885
39111,55.23,42.281
39113,64.735,50.44
39115,59.722,45.056
39117,60.545,46.489
39119,64.342,47.874
39121,58.921,44.161
39123,65.482,48.733
39125,61.547,45.428
39127,64.226,48.857
39129,61.361,47.199
39131,66.129,49.503
39133,66.751,49.793
39135,59.964,45.358
39137,58.134,42.675
39139,62.513,46.753
39141,66.346,48.924
39143,64.735,48.86
39145,64.872,48.326
39147,64.963,49.43
39149,58.821,44.736
39151,66.954,50.403
39153,70.575,53.487
39155,66.309,51.338
39157,61.071,47.9
39159,61.866,46.284
39161,58.566,43.835
39163,63.14,47.43
39165,64.193,46.853
39167,59.678,46.087
39169,64.604,48.18
39171,64.25,48.952
39173,68.517,51.607
39175,62.62,46.831
40001,63.878,48.099
40003,58.567,41.809
40005,58.162,43.312
40007,54.545,39.758
40009,58.447,42.892
40011,59.258,43.669
40013,62.532,46.161
40015,60.749,46.023
40017,59.202,44.55
40019,59.397,43.71
40021,66.806,50.353
40023,56.733,43.051
40025,58.705,43.965
40027,65.876,48.535
40029,59.351,43.458
40031,68.589,50.713
40033,60.745,45.443
40035,61.037,44.515
40037,62.123,44.722
40039,60.65,44.707
40041,62.719,45.572
40043,57.09,41.545
40045,55.638,39.938
40047,59.947,43.317
40049,58.397,43.388
40051,58.346,42.812
40053,59.582,42.739
40055,62.491,47.534
40057,60.253,44.397
40059,55.076,39.937
40061,59.915,43.815
40063,62.197,45.763
40065,63.384,47.734
40067,60.343,43.945
40069,62.384,46.118
40071,59.892,44.491
40073,57.317,42.412
40075,61.784,44.94
40077,60.607,44.266
40079,61.097,45.749
40081,59.048,43.366
40083,63.444,46.088
40085,61.516,45.677
40087,55.007,40.737
40089,62.102,44.876
40091,61.412,45.564
40093,60.514,44.637
40095,68.484,51.428
40097,53.725,40.811
40099,60.343,43.79
40101,61.495,45.84
40103,53.374,39.735
40105,60.618,44.214
40107,64.217,47.213
40109,68.67,54.513
40111,63.772,47.633
40113,63.534,47.399
40115,62.016,45.821
40117,59.802,44.447
40119,65.457,49.008
40121,60.003,44.331
40123,62.849,46.899
40125,60.895,45.286
40127,59.81,43.432
40129,58.214,42.127
40131,56.577,41.861
40133,59.816,44.374
40135,61.166,45.637
40137,59.281,43.729
40139,60.484,44.564
40141,63.442,46.654
40143,66.144,48.961
40145,60.812,44.81
40147,60.477,45.219
40149,56.856,41.533
40151,59.814,44.267
40153,54.953,40.086
41001,63.799,45.309
41003,78.674,61.456
41005,70.626,50.488
41007,71.822,54.047
41009,68.308,51.8
41011,67.087,50.33
41013,62.059,45.194
41015,67.137,49.123
41017,70.248,52.864
41019,64.615,47.788
41021,64.687,46.851
41023,63.558,45.156
41025,61.69,44.404
41027,76.6,60.135
41029,65.563,50.234
41031,66.722,48.906
41033,66.758,47.81
41035,62.558,45.475
41037,62.222,44.384
41039,76.661,58.374
41041,74.4,56.196
41043,66.694,49.238
41045,64.877,47.391
41047,69.864,52.623
41049,56.681,43.297
41051,80.612,65.471
41053,70.194,52.419
41055,65.894,47.523
41057,69.758,52.574
41059,63.033,47.434
41061,68.086,50.97
41063,65.571,46.874
41065,69.874,52.604
41067,75.783,58.919
41069,65.667,47.226
41071,68.594,50.797
42001,61.695,45.787
42003,71.822,56.489
42005,57.36,43.954
42007,62.702,45.36
42009,55.631,41.683
42011,66.755,51.967
42013,61.324,44.802
42015,62.656,47.002
42017,65.949,52.878
42019,61.131,44.7
42021,62.705,45.98
42023,63.272,46.606
42025,66.198,48.094
42027,70.612,53.575
42029,72.915,54.931
42031,62.252,45.655
42033,60.291,45.603
42035,64.723,48.894
42037,65.43,47.519
42039,65.357,47.985
42041,67.494,50.94
42043,72.65,53.969
42045,75.803,54.803
42047,63.27,46.654
42049,71.126,54.425
42051,62.418,46.638
42053,62.398,45.868
42055,62.396,46.58
42057,58.069,42.021
42059,57.81,44.067
42061,62.412,46.207
42063,60.316,45.119
42065,55.973,43.441
42067,61.529,45.19
42069,72.722,52.959
42071,62.618,48.312
42073,63.384,47.171
42075,64.145,48.039
42077,73.06,54.22
42079,68.506,51.806
42081,64.953,47.007
42083,62.925,46.898
42085,67.096,48.236
42087,61.407,45.664
42089,72.94,57.33
42091,74.528,57.46
42093,59.945,47.816
42095,68.373,55.249
42097,61.522,46.563
42099,59.635,44.499
42101,78.144,62.865
42103,66.378,50.579
42105,61.231,45.303
42107,62.163,45.332
42109,62.101,46.788
42111,58.514,45.299
42113,64.226,46.748
42115,62.553,47.134
42117,63.167,46.74
42119,65.734,48.572
42121,62.718,46.96
42123,65.834,49.584
42125,63.063,47.714
42127,63.655,47.849
42129,66.409,49.563
42131,65.745,48.268
42133,64.438,47.394
44001,71.347,54.803
44003,69.317,55.209
44005,72.729,55.338
44007,74.401,60.094
44009,72.132,54.96
45001,64.121,46.706
45003,62.356,46.612
45005,73.361,53.677
45007,61.786,44.14
45009,70.308,51.296
45011,65.372,47.043
45013,69.926,50.421
45015,63.99,46.174
45017,65.32,47.761
45019,71.101,51.587
45021,61.568,46.371
45023,68.509,49.944
45025,64.834,46.805
45027,69.239,49.685
45029,65.698,47.962
45031,66.566,49.281
45033,69.859,50.254
45035,67.088,48.593
45037,65.789,47.653
45039,71.333,52.827
45041,66.314,48.796
45043,65.738,47.139
45045,64.642,47.249
45047,65.577,48.419
45049,72.325,53.314
45051,63.562,46.431
45053,69.897,52.343
45055,64.282,47.949
45057,65.092,48.458
45059,63.428,46.94
45061,72.219,53.223
45063,65.742,47.086
45065,70.52,51.403
45067,70.64,51.338
45069,65.33,46.952
45071,62.745,45.888
45073,61.237,44.11
45075,72.304,53.427
45077,61.644,45.12
45079,75.978,55.747
45081,65.02,47.515
45083,65.979,49.085
45085,70.607,50.565
45087,65.314,47.484
45089,73.554,54.453
45091,65.449,48.74
46003,67.105,49.165
46005,65.98,49.266
46007,71.7,52.964
46009,67.829,49.27
46011,69.618,51.261
46013,64.826,47.883
46015,66.206,48.752
46017,75.735,59.768
46019,63.386,46.743
46021,61.562,43.805
46023,66.658,49.511
46025,67.733,49.704
46027,75.271,57.585
46029,63.523,46.961
46031,73.229,54.664
46033,67.048,49.545
46035,65.664,48.002
46037,68.436,50.747
46039,65.673,48.223
46041,75.183,57.735
46043,59.956,42.949
46045,66.194,48.735
46047,64.935,46.791
46049,66.37,47.633
46051,61.365,46.418
46053,64.692,46.847
46055,61.187,42.895
46057,65.229,47.965
46059,66.365,50.027
46061,63.352,45.789
46063,61.774,43.145
46065,63.91,46.263
46067,64.425,46.51
46069,63.295,45.339
46071,69.193,50.192
46073,71.705,54.718
46075,58.455,41.639
46077,66.046,48.635
46079,67.209,49.254
46081,66.269,48.703
46083,63.601,47.24
46085,65.092,47.62
46087,70.034,51.699
46089,67.289,48.611
46091,62.623,44.443
46093,60.732,44.054
46095,71.828,53.035
46097,66.362,48.526
46099,68.171,51.212
46101,69.244,51.819
46103,62.106,46.328
46105,63.315,45.391
46107,59.831,43.079
46109,65.393,49.679
46111,64.331,46.673
46113,78.455,61.18
46115,67.209,49.685
46117,64.254,47.929
46119,62.446,44.288
46121,77.167,59.226
46123,64.773,46.389
46125,63.392,45.864
46127,62.807,46.954
46129,62.347,45.069
46135,63.822,47.079
46137,75.417,57.873
47001,61.241,44.862
47003,61.236,47.313
47005,59.356,44.44
47007,62.966,47.93
47009,59.497,44.802
47011,57.726,43.064
47013,58.165,42.827
47015,59.344,44.372
47017,60.51,44.676
47019,59.505,44.227
47021,59.389,43.887
47023,59.899,43.433
47025,57.082,42.408
47027,62.189,47.826
47029,57.424,42.641
47031,59.661,44.434
47033,59.337,44.131
47035,57.776,42.515
47037,69.651,55.477
47039,58.618,42.634
47041,61.025,45.076
47043,62.156,45.166
47045,57.758,42.814
47047,62.361,45.814
47049,54.66,40.558
47051,61.635,46.129
47053,58.417,44.066
47055,61.322,45.092
47057,57.299,42.2
47059,60.239,44.129
47061,61.956,46.335
47063,60.868,44.869
47065,71.549,51.206
47067,55.521,40.971
47069,65.914,47.957
47071,59.71,43.952
47073,54.854,40.387
47075,67.341,49.022
47077,57.897,42.879
47079,61.146,45.568
47081,63.33,47.164
47083,57.604,44.452
47085,58.728,45.217
47087,61.362,46.27
47089,61.773,47.173
47091,59.019,43.425
47093,63.256,48.482
47095,62.688,47.624
47097,62.797,47.077
47099,57.838,43.9
47101,64.525,48.932
47103,58.16,43.316
47105,60.824,45.469
47107,60.978,45.464
47109,63.418,47.428
47111,61.996,46.55
47113,63.963,45.413
47115,62.13,47.129
47117,58.002,43.607
47119,61.404,46.541
47121,58.265,43.446
47123,58.748,44.002
47125,67.104,49.409
47127,56.926,41.485
47129,58.169,42.906
47131,58.101,42.776
47133,60.887,45.292
47135,64.173,47.893
47137,55.698,41.445
47139,60.796,45.142
47141,60.347,45.966
47143,58.845,42.496
47145,58.668,43.394
47147,62.973,47.348
47149,63.46,48.17
47151,56.139,41.412
47153,60.304,44.351
47155,62.233,45.957
47157,70.402,51.844
47159,60.309,46.436
47161,56.208,41.34
47163,58.461,43.351
47165,62.138,43.976
47167,59.11,42.81
47169,63.873,48.542
47171,58.976,43.687
47173,56.696,41.835
47175,60.691,45.147
47177,62.866,47.153
47179,59.268,46.246
47181,57.028,42.063
47183,59.713,44.301
47185,58.809,43.362
47187,63.3,46.865
47189,60.955,44.788
48001,59.928,43.849
48003,61.074,45.454
48005,62.557,45.81
48007,61.917,45.734
48009,54.402,39.942
48011,57.131,40.36
48013,66.212,50.437
48015,59.299,42.343
48017,58.219,44.638
48019,61.223,46.532
48021,67.146,52.287
48023,54.979,40.657
48025,67.569,51.826
48027,68.371,49.078
48029,76.087,54.725
48031,65.358,49.215
